,State Code,County Code,Tract Code,Tract Income Level,Distressed or Underserved Tract,Tract Median Family Income %,2023 FFIEC Est.MSA/MD non- MSA/MD Median Family Income,2023 Est. Tract Median Family Income,2020 Tract Median Family Income,Tract Population,Tract Minority %,Minority Population,Owner Occupied Units,1- to 4- Family Units
424,06,059,0870.02,Moderate,No,70.54,"$127,800","$90,150","$75,100",7457,77.18,5755,864,1142
425,06,059,0871.01,Moderate,No,55.39,"$127,800","$70,788","$58,973",4706,80.17,3773,363,584
426,06,059,0871.02,Moderate,No,64.28,"$127,800","$82,150","$68,428",6613,86.48,5719,277,757
427,06,059,0871.03,Moderate,No,74.28,"$127,800","$94,930","$79,075",8582,81.23,6971,1350,1852
428,06,059,0871.05,Moderate,No,69.78,"$127,800","$89,179","$74,290",4729,81.22,3841,1039,1313
429,06,059,0871.06,Low,No,42.86,"$127,800","$54,775","$45,625",4793,84.75,4062,401,732
430,06,059,0872.00,Middle,No,83.26,"$127,800","$106,406","$88,636",7538,78.30,5902,1156,1553
431,06,059,0873.01,Low,No,41.24,"$127,800","$52,705","$43,906",4526,89.20,4037,326,759
432,06,059,0873.02,Moderate,No,60.25,"$127,800","$77,000","$64,145",6021,85.75,5163,567,865
433,06,059,0874.01,Middle,No,117.71,"$127,800","$150,433","$125,313",5110,82.11,4196,1481,1774
434,06,059,0874.03,Moderate,No,51.26,"$127,800","$65,510","$54,567",3144,92.24,2900,253,466
435,06,059,0874.04,Moderate,No,52.41,"$127,800","$66,980","$55,797",3764,92.77,3492,212,800
436,06,059,0874.05,Low,No,47.25,"$127,800","$60,386","$50,299",5509,92.38,5089,278,595
437,06,059,0875.03,Moderate,No,59.26,"$127,800","$75,734","$63,085",6031,83.63,5044,629,1271
438,06,059,0875.04,Low,No,48.59,"$127,800","$62,098","$51,731",7109,91.76,6523,284,890
439,06,059,0875.05,Moderate,No,50.14,"$127,800","$64,079","$53,382",4742,84.96,4029,470,752
440,06,059,0876.01,Moderate,No,53.14,"$127,800","$67,913","$56,571",4839,81.30,3934,441,617
441,06,059,0876.02,Moderate,No,76.83,"$127,800","$98,189","$81,790",7807,81.84,6389,1026,1434
442,06,059,0877.01,Middle,No,92.35,"$127,800","$118,023","$98,315",5518,77.69,4287,838,1185
443,06,059,0877.03,Moderate,No,76.07,"$127,800","$97,217","$80,978",6462,84.32,5449,1180,1400
444,06,059,0877.04,Middle,No,85.87,"$127,800","$109,742","$91,411",4780,80.71,3858,854,947
445,06,059,0878.01,Moderate,No,78.11,"$127,800","$99,825","$83,158",5280,76.95,4063,926,1136
446,06,059,0878.02,Moderate,No,72.35,"$127,800","$92,463","$77,019",7431,83.57,6210,1038,1576
447,06,059,0878.03,Moderate,No,56.71,"$127,800","$72,475","$60,372",5599,92.02,5152,405,775
448,06,059,0878.05,Moderate,No,66.12,"$127,800","$84,501","$70,395",7065,87.08,6152,831,1162
449,06,059,0878.06,Moderate,No,58.07,"$127,800","$74,213","$61,823",5552,85.50,4747,525,874
450,06,059,0879.01,Moderate,No,78.00,"$127,800","$99,684","$83,036",3540,83.39,2952,700,938
451,06,059,0879.02,Middle,No,86.60,"$127,800","$110,675","$92,188",5599,91.43,5119,682,1056
452,06,059,0880.01,Moderate,No,79.35,"$127,800","$101,409","$84,472",4928,82.77,4079,785,1076
453,06,059,0880.02,Moderate,No,78.05,"$127,800","$99,748","$83,092",3990,79.25,3162,854,1057
454,06,059,0881.01,Moderate,No,73.64,"$127,800","$94,112","$78,393",2252,74.11,1669,365,593
455,06,059,0881.04,Moderate,No,70.24,"$127,800","$89,767","$74,773",4924,78.57,3869,732,919
456,06,059,0881.05,Middle,No,82.44,"$127,800","$105,358","$87,768",4194,82.74,3470,900,1140
457,06,059,0881.06,Moderate,No,71.62,"$127,800","$91,530","$76,250",4951,82.85,4102,963,1214
458,06,059,0881.07,Moderate,No,58.30,"$127,800","$74,507","$62,067",6103,88.02,5372,726,1484
459,06,059,0882.01,Moderate,No,50.42,"$127,800","$64,437","$53,681",4090,79.56,3254,573,753
460,06,059,0882.02,Middle,No,95.28,"$127,800","$121,768","$101,429",3184,78.86,2511,648,976
461,06,059,0882.03,Middle,No,87.40,"$127,800","$111,697","$93,039",5013,82.96,4159,676,990
462,06,059,0883.01,Moderate,No,68.94,"$127,800","$88,105","$73,388",6561,82.64,5422,913,1287
463,06,059,0883.02,Middle,No,96.19,"$127,800","$122,931","$102,401",6222,78.72,4898,1188,1593
464,06,059,0884.01,Middle,No,91.22,"$127,800","$116,579","$97,115",5190,82.10,4261,1075,1481
465,06,059,0884.02,Moderate,No,59.41,"$127,800","$75,926","$63,250",4679,86.58,4051,618,748
466,06,059,0884.03,Moderate,No,75.81,"$127,800","$96,885","$80,711",6676,85.81,5729,959,1342
467,06,059,0885.01,Moderate,No,73.72,"$127,800","$94,214","$78,477",7282,90.48,6589,958,1407
468,06,059,0885.02,Moderate,No,68.73,"$127,800","$87,837","$73,170",5252,88.14,4629,615,850
469,06,059,0886.01,Moderate,No,77.86,"$127,800","$99,505","$82,886",6752,88.70,5989,1134,1380
470,06,059,0886.02,Moderate,No,78.21,"$127,800","$99,952","$83,264",4535,83.66,3794,699,1044
471,06,059,0887.01,Moderate,No,61.24,"$127,800","$78,265","$65,195",6307,87.49,5518,592,1032
472,06,059,0887.02,Middle,No,82.63,"$127,800","$105,601","$87,969",6022,93.11,5607,711,1503
473,06,059,0888.01,Moderate,No,55.99,"$127,800","$71,555","$59,609",8252,89.54,7389,666,1410
474,06,059,0888.02,Moderate,No,56.89,"$127,800","$72,705","$60,565",5500,89.22,4907,742,1108
475,06,059,0889.01,Moderate,No,67.32,"$127,800","$86,035","$71,667",6450,90.93,5865,1061,1607
476,06,059,0889.02,Moderate,No,74.93,"$127,800","$95,761","$79,773",5132,92.15,4729,693,1203
477,06,059,0889.03,Moderate,No,68.60,"$127,800","$87,671","$73,026",8479,93.81,7954,1200,1713
478,06,059,0889.04,Moderate,No,55.18,"$127,800","$70,520","$58,750",5687,93.41,5312,824,1425
479,06,059,0889.05,Moderate,No,52.60,"$127,800","$67,223","$56,000",5115,92.57,4735,720,1213
480,06,059,0890.01,Moderate,No,62.91,"$127,800","$80,399","$66,971",6727,95.76,6442,942,1643
481,06,059,0890.03,Moderate,No,62.88,"$127,800","$80,361","$66,940",3822,93.90,3589,429,603
482,06,059,0890.04,Moderate,No,61.87,"$127,800","$79,070","$65,862",7230,94.94,6864,1084,1402
483,06,059,0891.02,Middle,No,88.69,"$127,800","$113,346","$94,414",7012,92.34,6475,1234,1571
484,06,059,0891.04,Moderate,No,52.27,"$127,800","$66,801","$55,643",5243,95.88,5027,369,629
485,06,059,0891.05,Moderate,No,57.68,"$127,800","$73,715","$61,406",6179,98.12,6063,332,1010
486,06,059,0891.06,Moderate,No,53.16,"$127,800","$67,938","$56,597",3972,95.34,3787,303,707
487,06,059,0891.07,Middle,No,98.95,"$127,800","$126,458","$105,341",5672,91.47,5188,1157,1410
488,06,059,0992.02,Moderate,No,62.27,"$127,800","$79,581","$66,297",8308,91.24,7580,1165,1645
489,06,059,0992.03,Middle,No,82.19,"$127,800","$105,039","$87,500",5832,87.14,5082,914,1341
490,06,059,0992.04,Moderate,No,74.09,"$127,800","$94,687","$78,875",4429,86.54,3833,997,1308
491,06,059,0992.12,Moderate,No,61.74,"$127,800","$78,904","$65,732",5023,57.65,2896,716,1507
492,06,059,0992.14,Middle,No,91.04,"$127,800","$116,349","$96,917",3716,34.15,1269,1091,1289
493,06,059,0992.15,Upper,No,121.86,"$127,800","$155,737","$129,722",5381,41.57,2237,1527,1956
494,06,059,0992.16,Middle,No,112.14,"$127,800","$143,315","$119,375",4272,39.21,1675,1243,1533
495,06,059,0992.17,Upper,No,128.12,"$127,800","$163,737","$136,394",2465,27.06,667,834,798
496,06,059,0992.20,Middle,No,110.25,"$127,800","$140,900","$117,370",5709,31.90,1821,1486,1984
497,06,059,0992.22,Moderate,No,62.69,"$127,800","$80,118","$66,736",5102,82.54,4211,832,1363
498,06,059,0992.23,Moderate,No,68.10,"$127,800","$87,032","$72,500",5430,80.66,4380,809,1250
499,06,059,0992.24,Moderate,No,78.83,"$127,800","$100,745","$83,917",3596,68.94,2479,705,887
500,06,059,0992.25,Middle,No,104.66,"$127,800","$133,755","$111,422",3500,66.74,2336,1065,1175
501,06,059,0992.26,Middle,No,112.30,"$127,800","$143,519","$119,550",3862,75.82,2928,828,1218
502,06,059,0992.27,Middle,No,81.97,"$127,800","$104,758","$87,266",6512,77.53,5049,1074,1516
503,06,059,0992.29,Middle,No,88.03,"$127,800","$112,502","$93,717",6745,58.92,3974,1181,1368
504,06,059,0992.30,Middle,No,103.77,"$127,800","$132,618","$110,469",4511,45.67,2060,1150,1364
505,06,059,0992.31,Upper,No,124.99,"$127,800","$159,737","$133,056",5536,46.50,2574,1521,1670
506,06,059,0992.32,Middle,No,113.70,"$127,800","$145,309","$121,042",5602,50.32,2819,1742,1879
507,06,059,0992.33,Upper,No,120.71,"$127,800","$154,267","$128,507",3390,54.93,1862,767,912
508,06,059,0992.34,Middle,No,91.00,"$127,800","$116,298","$96,875",3580,60.42,2163,777,1092
509,06,059,0992.35,Middle,No,104.32,"$127,800","$133,321","$111,058",5314,42.62,2265,1389,1941
510,06,059,0992.37,Upper,No,129.02,"$127,800","$164,888","$137,344",3565,34.61,1234,831,1173
511,06,059,0992.38,Upper,No,147.83,"$127,800","$188,927","$157,368",3982,38.15,1519,1154,1366
512,06,059,0992.39,Upper,No,146.69,"$127,800","$187,470","$156,154",3792,32.91,1248,1105,1322
513,06,059,0992.40,Middle,No,93.56,"$127,800","$119,570","$99,597",5339,31.58,1686,1047,1436
514,06,059,0992.41,Middle,No,82.58,"$127,800","$105,537","$87,917",4835,65.03,3144,543,899
515,06,059,0992.42,Middle,No,93.34,"$127,800","$119,289","$99,363",3570,60.25,2151,626,1051
516,06,059,0992.43,Middle,No,101.30,"$127,800","$129,461","$107,841",4298,30.92,1329,1455,1456
517,06,059,0992.44,Upper,No,134.98,"$127,800","$172,504","$143,694",3829,24.55,940,1511,1566
518,06,059,0992.45,Upper,No,127.99,"$127,800","$163,571","$136,250",2954,36.36,1074,845,942
519,06,059,0992.46,Upper,No,125.33,"$127,800","$160,172","$133,419",3507,40.03,1404,1030,1124
520,06,059,0992.47,Moderate,No,63.21,"$127,800","$80,782","$67,292",3142,95.48,3000,384,680
521,06,059,0992.48,Moderate,No,61.77,"$127,800","$78,942","$65,765",5148,94.56,4868,652,1039
522,06,059,0992.49,Moderate,No,54.44,"$127,800","$69,574","$57,955",3939,98.60,3884,259,811
523,06,059,0992.50,Middle,No,104.60,"$127,800","$133,679","$111,358",2918,61.79,1803,481,851
524,06,059,0992.51,Middle,No,82.44,"$127,800","$105,358","$87,768",5771,65.47,3778,472,1041
525,06,059,0993.05,Middle,No,86.58,"$127,800","$110,649","$92,169",7419,42.12,3125,976,2080
526,06,059,0993.06,Middle,No,90.26,"$127,800","$115,352","$96,089",6060,33.00,2000,750,2160
527,06,059,0993.07,Middle,No,110.20,"$127,800","$140,836","$117,313",2741,28.42,779,716,1125
528,06,059,0993.08,Upper,No,202.10,"$127,800","$258,284","$215,143",5667,37.13,2104,1935,2153
529,06,059,0993.09,Upper,No,136.43,"$127,800","$174,358","$145,238",4981,28.35,1412,1044,1717
530,06,059,0993.10,Unknown,No,0.00,"$127,800",$0,$0,4286,31.50,1350,768,1465
531,06,059,0993.11,Upper,No,127.99,"$127,800","$163,571","$136,250",3496,28.20,986,706,1219
532,06,059,0994.02,Moderate,No,66.19,"$127,800","$84,591","$70,469",7663,80.13,6140,515,1665
533,06,059,0994.04,Upper,No,140.74,"$127,800","$179,866","$149,821",4449,33.33,1483,1097,1384
534,06,059,0994.05,Middle,No,108.26,"$127,800","$138,356","$115,250",4555,42.57,1939,908,1244
535,06,059,0994.06,Middle,No,90.54,"$127,800","$115,710","$96,385",4550,42.00,1911,1059,1264
536,06,059,0994.07,Upper,No,127.11,"$127,800","$162,447","$135,313",2378,38.60,918,607,777
537,06,059,0994.08,Upper,No,130.68,"$127,800","$167,009","$139,118",4354,37.94,1652,1078,1500
538,06,059,0994.10,Moderate,No,60.70,"$127,800","$77,575","$64,620",5104,56.84,2901,406,918
539,06,059,0994.11,Moderate,No,66.07,"$127,800","$84,437","$70,341",5569,58.68,3268,393,1432
540,06,059,0994.12,Middle,No,90.16,"$127,800","$115,224","$95,982",4689,39.84,1868,1003,1219
541,06,059,0994.15,Upper,No,144.26,"$127,800","$184,364","$153,571",5168,32.14,1661,1631,1800
542,06,059,0994.16,Middle,No,108.20,"$127,800","$138,280","$115,190",4883,40.04,1955,331,1591
543,06,059,0994.17,Middle,No,106.59,"$127,800","$136,222","$113,472",4952,36.85,1825,977,1576
544,06,059,0994.18,Middle,No,107.52,"$127,800","$137,411","$114,457",4681,45.55,2132,704,932
545,06,059,0994.19,Upper,No,162.28,"$127,800","$207,394","$172,754",3960,44.92,1779,1131,1414
546,06,059,0995.02,Moderate,No,64.87,"$127,800","$82,904","$69,063",647,61.05,395,0,159
547,06,059,0995.04,Upper,No,121.61,"$127,800","$155,418","$129,464",2696,26.34,710,1084,1145
548,06,059,0995.06,Upper,No,131.98,"$127,800","$168,670","$140,500",1167,25.02,292,258,811
549,06,059,0995.08,Moderate,No,76.19,"$127,800","$97,371","$81,106",4840,34.69,1679,921,1492
550,06,059,0995.09,Moderate,No,59.49,"$127,800","$76,028","$63,333",3832,33.90,1299,2026,1226
551,06,059,0995.10,Moderate,No,51.49,"$127,800","$65,804","$54,818",4359,34.92,1522,3181,1573
552,06,059,0995.11,Upper,No,134.50,"$127,800","$171,891","$143,182",3222,24.15,778,539,1417
553,06,059,0995.12,Upper,No,141.20,"$127,800","$180,454","$150,313",3091,30.57,945,541,1074
554,06,059,0995.13,Upper,No,120.59,"$127,800","$154,114","$128,370",2006,28.07,563,676,822
555,06,059,0995.14,Upper,No,132.35,"$127,800","$169,143","$140,896",5362,32.45,1740,2074,2483
556,06,059,0996.01,Low,No,48.99,"$127,800","$62,609","$52,159",6654,84.33,5611,913,1697
557,06,059,0996.02,Middle,No,109.85,"$127,800","$140,388","$116,939",3530,55.47,1958,591,833
558,06,059,0996.03,Upper,No,128.38,"$127,800","$164,070","$136,667",6433,46.28,2977,1659,2049
559,06,059,0996.04,Middle,No,103.66,"$127,800","$132,477","$110,349",3597,41.17,1481,1139,1314
560,06,059,0996.05,Upper,No,122.22,"$127,800","$156,197","$130,114",5091,48.87,2488,1000,1196
561,06,059,0997.01,Moderate,No,59.19,"$127,800","$75,645","$63,013",6270,89.47,5610,693,1901
562,06,059,0997.02,Moderate,No,69.31,"$127,800","$88,578","$73,787",8240,82.38,6788,1245,1923
563,06,059,0997.03,Middle,No,90.51,"$127,800","$115,672","$96,351",5884,69.95,4116,1067,1307
564,06,059,0998.01,Moderate,No,63.12,"$127,800","$80,667","$67,201",6122,87.18,5337,762,1636
565,06,059,0998.02,Low,No,38.28,"$127,800","$48,922","$40,750",5225,85.03,4443,331,1106
566,06,059,0998.03,Moderate,No,56.95,"$127,800","$72,782","$60,625",5911,91.19,5390,752,1231
567,06,059,0999.02,Middle,No,80.63,"$127,800","$103,045","$85,833",4592,66.29,3044,913,1304
568,06,059,0999.03,Moderate,No,67.28,"$127,800","$85,984","$71,629",5600,85.48,4787,690,1052
569,06,059,0999.04,Moderate,No,52.37,"$127,800","$66,929","$55,750",6105,86.85,5302,610,1213
570,06,059,0999.05,Middle,No,91.59,"$127,800","$117,052","$97,500",3801,70.93,2696,441,969
571,06,059,0999.06,Upper,No,134.93,"$127,800","$172,441","$143,642",4941,49.28,2435,1440,1755
572,06,059,1100.01,Upper,No,124.24,"$127,800","$158,779","$132,255",4509,47.44,2139,1216,1547
573,06,059,1100.03,Upper,No,128.68,"$127,800","$164,453","$136,989",3175,46.99,1492,610,822
574,06,059,1100.04,Upper,No,124.40,"$127,800","$158,983","$132,431",4852,45.65,2215,1407,1567
575,06,059,1100.05,Middle,No,107.45,"$127,800","$137,321","$114,392",3182,39.94,1271,988,1164
576,06,059,1100.06,Upper,No,157.64,"$127,800","$201,464","$167,813",3092,40.85,1263,906,1001
577,06,059,1100.07,Upper,No,137.45,"$127,800","$175,661","$146,324",4724,34.14,1613,1627,1751
578,06,059,1100.08,Upper,No,131.00,"$127,800","$167,418","$139,451",4571,39.42,1802,1475,1517
579,06,059,1100.10,Upper,No,131.26,"$127,800","$167,750","$139,728",4486,56.84,2550,1185,1350
580,06,059,1100.11,Upper,No,120.67,"$127,800","$154,216","$128,456",3020,54.34,1641,811,1046
581,06,059,1100.12,Upper,No,165.90,"$127,800","$212,020","$176,607",5167,38.65,1997,1603,1814
582,06,059,1100.14,Middle,No,82.27,"$127,800","$105,141","$87,583",5242,61.62,3230,171,1090
583,06,059,1100.15,Upper,No,122.31,"$127,800","$156,312","$130,208",3546,40.75,1445,1163,1272
584,06,059,1101.02,Upper,No,126.26,"$127,800","$161,360","$134,415",5791,75.82,4391,1211,1509
585,06,059,1101.04,Middle,No,83.45,"$127,800","$106,649","$88,843",6077,69.56,4227,1198,1521
586,06,059,1101.06,Middle,No,105.72,"$127,800","$135,110","$112,542",3779,62.03,2344,918,1179
587,06,059,1101.08,Middle,No,109.33,"$127,800","$139,724","$116,389",2784,54.45,1516,548,979
588,06,059,1101.09,Middle,No,114.37,"$127,800","$146,165","$121,750",5143,69.94,3597,1218,1453
589,06,059,1101.10,Moderate,No,71.92,"$127,800","$91,914","$76,563",6037,76.49,4618,938,1401
590,06,059,1101.11,Middle,No,96.14,"$127,800","$122,867","$102,344",6410,70.75,4535,1080,1687
591,06,059,1101.13,Middle,No,108.48,"$127,800","$138,637","$115,481",2745,63.21,1735,550,667
592,06,059,1101.14,Middle,No,109.92,"$127,800","$140,478","$117,021",4779,57.90,2767,1286,1468
593,06,059,1101.15,Middle,No,97.87,"$127,800","$125,078","$104,191",3555,78.76,2800,735,986
594,06,059,1101.16,Upper,No,136.45,"$127,800","$174,383","$145,260",4760,81.70,3889,1011,1174
595,06,059,1101.17,Middle,No,103.99,"$127,800","$132,899","$110,709",6392,67.94,4343,1361,1566
596,06,059,1101.18,Upper,No,191.85,"$127,800","$245,184","$204,231",2470,78.38,1936,742,780
597,06,059,1102.01,Moderate,No,60.50,"$127,800","$77,319","$64,412",8372,78.43,6566,1307,1616
598,06,059,1102.02,Moderate,No,64.45,"$127,800","$82,367","$68,611",7874,79.73,6278,773,1176
599,06,059,1102.03,Middle,No,109.27,"$127,800","$139,647","$116,321",5620,62.74,3526,1299,1572
600,06,059,1103.01,Middle,No,105.54,"$127,800","$134,880","$112,350",6966,74.40,5183,1384,1558
601,06,059,1103.02,Middle,No,109.44,"$127,800","$139,864","$116,509",6153,80.32,4942,1076,1633
602,06,059,1103.03,Middle,No,91.06,"$127,800","$116,375","$96,944",5185,72.77,3773,995,1316
603,06,059,1103.04,Middle,No,114.68,"$127,800","$146,561","$122,083",4661,71.64,3339,948,1216
604,06,059,1104.01,Middle,No,102.85,"$127,800","$131,442","$109,489",5704,77.14,4400,996,1209
605,06,059,1104.02,Middle,No,90.29,"$127,800","$115,391","$96,125",5342,85.27,4555,741,1170
606,06,059,1105.00,Moderate,No,55.93,"$127,800","$71,479","$59,540",8557,91.36,7818,624,1181
607,06,059,1106.03,Moderate,No,50.80,"$127,800","$64,922","$54,083",8556,90.59,7751,274,1031
608,06,059,1106.04,Middle,No,95.36,"$127,800","$121,870","$101,513",8278,81.07,6711,2117,2522
609,06,059,1106.05,Middle,No,113.10,"$127,800","$144,542","$120,400",6704,85.87,5757,1374,1840
610,06,059,1106.06,Moderate,No,56.04,"$127,800","$71,619","$59,662",4991,93.33,4658,232,637
611,06,059,1106.07,Moderate,No,69.81,"$127,800","$89,217","$74,318",4537,81.60,3702,570,830
612,06,059,9800.00,Unknown,No,0.00,"$127,800",$0,$0,30,73.33,22,0,0
613,06,059,9901.00,Unknown,No,0.00,"$127,800",$0,$0,0,0.00,0,0,0
