,household_id,id,name,sex,age,occupation,father,mother,paternal_grandfather,maternal_grandfather,spouse,siblings,children,relation_to_declarant,role,owner
712,173 Pr-4,173 Pr-4-d1,Thremmemphis,female,10,,Sarapion,173 Pr-4-FM1,Petos,,,[],[],self,family member,
713,173 Pr-5,173 Pr-5-d1,Pantbeus,male,69,,Phibis,Thasachmounis,Pnepheros,Pnepheronphis,173 Pr-5-FM1,[],"['173 Pr-5-FM2', '173 Pr-5-FM3', '173 Pr-5-FM5', '173 Pr-5-FM6', '173 Pr-5-FM7']",self,family member,
714,173 Pr-5,173 Pr-5-FM1,Taapollos,female,52,,Orsenouphis,Taaronnesis,,,173 Pr-5-d1,[],"['173 Pr-5-FM2', '173 Pr-5-FM5', '173 Pr-5-FM6', '173 Pr-5-FM7']",wife,family member,
715,173 Pr-5,173 Pr-5-FM2,Isidoros,male,3,,173 Pr-5-d1,173 Pr-5-FM1,,,,[],[],son,family member,
716,173 Pr-5,173 Pr-5-FM3,Pkouthis,male,35,,173 Pr-5-d1,Thaesis,,Perpheis,173 Pr-5-FM4,[],[],son,family member,
717,173 Pr-5,173 Pr-5-FM4,Thermouthis,female,16,,Nemesas,Tatithoes,Tithoes,,173 Pr-5-FM3,[],[],,family member,
718,173 Pr-5,173 Pr-5-FM5,Phibis,male,21,,173 Pr-5-d1,173 Pr-5-FM1,,,173 Pr-5-FM6,[],[],son,family member,
719,173 Pr-5,173 Pr-5-FM6,Thermouthis,female,13,,173 Pr-5-d1,173 Pr-5-FM1,,,173 Pr-5-FM5,[],[],daughter,family member,
720,173 Pr-5,173 Pr-5-FM7,Taaronnesis,female,24,,173 Pr-5-d1,173 Pr-5-FM1,,,,[],[],daughter,family member,
721,173 Pr 6,173 Pr 6-d1,Athas,male,,,Pnepheros,,,,,[],[],self,family member,
722,173 Pr 7,173 Pr 7-d1,Thapsois,female,47,,Pnepheros,Thermouthis,Herakleides,Psosnaus,,[],"['173 Pr 7-FM2', '173 Pr 7-FM3']",self,family member,
723,173 Pr 7,173 Pr 7-FM1,Hierakion alias Horos,male,55,,Petos,,,,Thapsois,[],"['173 Pr 7-FM2', '173 Pr 7-FM3']",,family member,
724,173 Pr 7,173 Pr 7-FM2,Sarapammon,male,6,,173 Pr 7-FM1,173 Pr 7-d1,,,,[],[],son,family member,
725,173 Pr 7,173 Pr 7-FM3,Psosnaus,male,3,,173 Pr 7-FM1,173 Pr 7-d1,,,,[],[],son,family member,
726,173 Pr-8,173 Pr-8-d1,Pnepheros,male,70,,Thamounis,,,,,[],[],self,family member,
727,173 Pr 9,173 Pr 9-d1,Pantbeus,male,,,Eudaimon,Thermouthis,Orsenoupis,,,[],[],self,family member,
728,173 Pr 10,173 Pr 10-d1,Pantbeus,male,49,,Petos,Thaeies,Pnepheros,Psenamounis,173 Pr 10-FM1,[],"['173 Pr 10-FM3', '173 Pr 10-FM4', '173 Pr 10-FM5']",self,family member,
729,173 Pr 10,173 Pr 10-FM1,Theros,female,21,,Ammonios,Taphibichis,Hephaistion,,173 Pr 10-d1,[],"['173 Pr 10-FM3', '173 Pr 10-FM4', '173 Pr 10-FM5']",,family member,
730,173 Pr 10,173 Pr 10-FM2,Petos,male,10,,Pantbeus,Thapsathis,,Petos,,[],[],,family member,
731,173 Pr 10,173 Pr 10-FM3,Ammonios,male,5,,173 Pr 10-d1,173 Pr 10-FM1,,,,[],[],,family member,
732,173 Pr 10,173 Pr 10-FM4,Taphibichis,female,4,,173 Pr 10-d1,173 Pr 10-FM1,,,,[],[],,family member,
733,173 Pr 10,173 Pr 10-FM5,Thaeies,female,2,,173 Pr 10-d1,173 Pr 10-FM1,,,,[],[],,family member,
734,173 Pr 10,173 Pr 10-d2,Tithoennesis,male,,,Petos,Thaeiees,,,173 Pr 10-FM6,['173 Pr 10-FM6'],"['173 Pr 10-FM7', '173 Pr 10-FM8']",self,family member,
735,173 Pr 10,173 Pr 10-FM6,Serathes,female,40,,Petos,Thaeies,,,173 Pr 10-d2,['173 Pr 10-d2'],['173 Pr 10-FM8'],,family member,
736,173 Pr 10,173 Pr 10-FM7,Theros,female,12,,173 Pr 10-d2,Serathes,,,,[],[],,family member,
737,173 Pr 10,173 Pr 10-FM8,Thapsathis,female,8,,173 Pr 10-d2,173 Pr 10-FM6,,,,[],[],,family member,
738,173 Pr 10,173 Pr 10-d4,Phalakres,male,30,,Petos,Thaeies,Pnepheros,Psenamounis,173 Pr 10-FM9,[],[],self,family member,
739,173 Pr 10,173 Pr 10-FM9,Taartysis,female,30,,Saiphis,Achilleis,Pnepherontithoes,,173 Pr 10-d4,[],[],,family member,
740,173 Pr 10,173 Pr 10-FM10,Nouatis,female,5,,Phalakres,Thermouthis,,of Pnepheros,,[],[],,family member,
741,173 Pr 10,173 Pr 10-d3,Haronnesis,male,21,,Petos,Thaeies,Pnepheros,Psenamounis,173 Pr 10-FM11,[],"['173 Pr 10-FM12', '173 Pr 10-FM13']",self,family member,
742,173 Pr 10,173 Pr 10-FM11,Thanibichis,female,19,,Herpaesis,Thsenamounis,,,173 Pr 10-d3,[],"['173 Pr 10-FM12', '173 Pr 10-FM13']",,family member,
743,173 Pr 10,173 Pr 10-FM12,Herpaesis,male,2,,173 Pr 10-d3,173 Pr 10-FM11,,,,[],[],,family member,
744,173 Pr 10,173 Pr 10-FM13,Thsenamounis,female,1,,173 Pr 10-d3,173 Pr 10-FM11,,,,[],[],,family member,
745,173-Pr-11,173-Pr-11-FM1,Serathes,female,48,,Phimouis,Aphrodite,,,,[],['173-Pr-11-d1'],,family member,
746,173-Pr-11,173-Pr-11-d1,Harendotes,male,15,,Pantbeus,173-Pr-11-FM1,Pnepheros,,,[],[],self,family member,
747,173-Pr-12,173-Pr-12-d2,Thermouthis,male,,,,Thermouthis,,,,[],[],self,family member,
748,173-Pr-12,173-Pr-12-d1,Thesies,male,,,,Thermouthis,,,,[],[],self,family member,
749,173-Pr-12,173-Pr-12-FM1,Thounonsis,female,54,,Pnepheros,Theros,,,,[],[],,family member,
750,173-Pr-13,173-Pr-13-d1,Pantbeus,male,40,,Hartysis,Thsontithoes,Pnepherotithoes,Pnepherotithoes,,[],['173-Pr-13-FM1'],self,family member,
751,173-Pr-13,173-Pr-13-FM1,Pnepherotithoes,male,16,,173-Pr-13-d1,Stotoetis,,,,[],[],son,family member,
752,173-Pr-13,173-Pr-13-FM2,Thapeis,female,13,,Peebos,Hierakiaina,Pnepheros,Harphichis,,[],[],,family member,
753,173-Pr-14,173-Pr-14-d1,Tatithoes,female,60,,Petephnouthis,Taertysis,,Harphbichis,,[],['173-Pr-14-FM1'],self,family member,
754,173-Pr-14,173-Pr-14-FM1,Thermouthis,female,20,,Pnepheros,173-Pr-14-d1,Pnepheros,,,[],[],daughter,family member,
755,173 Pr-15,173 Pr-15-FM1,Thermouthis,female,42,,Tantbeus,,,,,[],"['173 Pr-15-FM2', '173 Pr-15-FM5', '173 Pr-15-FM6']",self,family member,
756,173 Pr-15,173 Pr-15-FM2,Tithoennesis,male,19,,Pnepheros,173 Pr-15-FM1,,,,[],[],son,family member,
757,173 Pr-15,173 Pr-15-FM3,Areia,female,16,,Hierakion,,,,,[],['173 Pr-15-FM4'],,family member,
758,173 Pr-15,173 Pr-15-FM4,Thermouthis,female,1,,Areia,173 Pr-15-FM3,,,,[],[],,family member,
759,173 Pr-15,173 Pr-15-FM5,Perpheis,male,10,,Pnepheros,173 Pr-15-FM1,Tilhoes,Tantbeus,,[],[],son,family member,
760,173 Pr-15,173 Pr-15-FM6,Dionysios,male,9,,Pnepheros,173 Pr-15-FM1,Tithoes,Tantbeus,,[],[],son,family member,
761,173 Pr-16,173 Pr-16-d4,Haronnesis,male,,,,Tithoenesis,,,,[],[],self,family member,
762,173 Pr-16,173 Pr-16-d3,Palakres,male,,,,Tithoenesis,,,,[],[],self,family member,
763,173 Pr-16,173 Pr-16-d2,Tithoenesis,male,,,,Tithoenesis,,,,[],[],self,family member,
764,173 Pr-16,173 Pr-16-d1,Pantbeus,male,,,,Tithoenesis,,,,[],[],self,family member,
765,173-PM7,173-PM7-FM1,Ammonis,male,47,,Amenneus,173-PM7-FM2,Harnektotes,Harnektotes,,[],[],self,family member,
766,173-PM7,173-PM7-FM2,Smithis,female,69,,Harnektotes,Therepsois,,,,[],['173-PM7-FM1'],mother,family member,
767,173 Pr 18,173 Pr 18-d5,Kallinikos,,,,,Osarapollon,,,,[],[],self,family member,
768,173 Pr 18,173 Pr 18-d4,Heraklas,,,,,Osarapollon,,,,[],[],self,family member,
769,173 Pr 18,173 Pr 18-d3,Areia,,,,,Osarapollon,,,,[],[],self,family member,
770,173 Pr 18,173 Pr 18-d2,Osarapollon,,,,,Osarapollon,,,,[],[],self,family member,
771,173 Pr 18,173 Pr 18-d1,Kallinikos,,,,,Osarapollon,,,,[],[],self,family member,
772,187-An 1,187-An 1-d1,Dioskourides,male,2[.],,Zoilos,,Dioskourides,,,[],[],self,family member,
773,187-An 1,187-An 1-FM1,?NN,female,age lost,,Zoilos,,,,Dioskourides,[],[],self,family member,
774,187-An 1,187-An 1-S1,NN,,age lost,,,,,,,[],[],,slave,
775,187-An 1,187-An 1-S2,Narkissos,,28,,,,,,,[],[],,slave,
776,187-An 1,187-An 1-S3,Horos,,age lost,,,,,,,[],[],,slave,
777,187-An 1,187-An 1-S4,Pamonthis,,22,,,,,,,[],[],,slave,
778,187-An 1,187-An 1-S5,Paulemis alias Paulinus,,age lost,,,,,,,[],[],,slave,
779,187-An 1,187-An 1-S6,NN,,[.]6,,,,,,,[],[],,slave,
780,187-An 1,187-An 1-S7,Ploution,,22,,,,,,,[],[],,slave,
781,187-An 1,187-An 1-S8,Didymos,,age lost,,,,,,,[],[],,slave,
782,187-An 1,187-An 1-S9,NN,,4,,,Sarapias,,,,[],[],,slave,
783,187-An 1,187-An 1-S10,NN,,19,,,,,,,[],[],,slave,
784,187-An 1,187-An 1-S11,Sarapias,,age lost,,,,,,,[],[],,slave,
785,187-An 1,187-An 1-S12,(?P)inarous alias Peina,,12,,,,,,,[],[],,slave,
786,187-An 1,187-An 1-S13,NN,,24,,,,,,,[],[],,slave,
787,187-An-2,187-An-2-d1,Valerius,male,24,,Philantinoos,,,,187-An-2-FM1,[],[],self,family member,
788,187-An-2,187-An-2-FM1,Didyme,female,21,,Lysimachos,,Herakleides,,187-An-2-d1,[],[],wife,family member,
789,187-An-2,187-An-2-NK1,Sarapion,male,38,,,,,,,[],[],,free non-kin,
790,187-An-2,187-An-2-S1,Diodora,,42,,,,,,,[],[],,slave,
791,187-An-2,187-An-2-S2,Koprias,male,15 (uncertain; 8 is possible),,,Diodora [no.l],,,,[],[],,slave,
792,187-Ar-l,187-Ar-l-d1,Tasoucharion,,,,,,,,,[],[],self,family member,
793,187 Ar 2,187 Ar 2-d1,Stotoetis,male,43,priest,Anchophis,Thases,Panephremis,,187 Ar 2-FM1,[],"['187 Ar 2-FM2', '187 Ar 2-FM3', '187 Ar 2-FM4']",self,family member,
794,187 Ar 2,187 Ar 2-FM1,Taouetis,female,43 (corr. from 41?),,Stotoetis,Herieus,Pakysis,,187 Ar 2-d1,[],"['187 Ar 2-FM2', '187 Ar 2-FM3', '187 Ar 2-FM4']",wife,family member,
795,187 Ar 2,187 Ar 2-FM2,Panephremis,male,age lost,,187 Ar 2-d1,187 Ar 2-FM1,,,,[],[],son,family member,
796,187 Ar 2,187 Ar 2-FM3,Th[,,age lost,,187 Ar 2-d1,187 Ar 2-FM1,,,,[],[],daughter,family member,
797,187 Ar 2,187 Ar 2-FM4,Thases,female,6,,187 Ar 2-d1,187 Ar 2-FM1,,,,[],[],daughter,family member,
798,187 Ar 3,187 Ar 3-d1,NN,male,,,Sabinos,,,,,[],[],self,family member,
799,187 Ar 3,187 Ar 3-S1,Isidora,,25,,,,,,,[],[],,slave,
800,187 Ar 3,187 Ar 3-S2,NN,,age lost,,,,,,,[],[],,slave,
801,187 Ar 3,187 Ar 3-S3,—aktike,,33 (very uncertain),,,,,,,[],[],,slave,
802,187 Ar 3,187 Ar 3-S4,Thermouthas,,age lost,,,,,,,[],[],,slave,
803,187-Ar-4,187-Ar-4-d1,Herodes,male,5[.],weaver,Heron,Eirene,Herakleides,,187-Ar-4-FM1,['187-Ar-4-FM1'],"['187-Ar-4-FM2', '187-Ar-4-FM3', '187-Ar-4-FM4', '187-Ar-4-FM5', '187-Ar-4-FM6', '187-Ar-4-FM7', '187-Ar-4-FM8', '187-Ar-4-FM9']",self,family member,
804,187-Ar-4,187-Ar-4-FM1,Eirene,female,54,,Heron,Eirene,Herakleides,,187-Ar-4-d1,['187-Ar-4-d1'],"['187-Ar-4-FM2', '187-Ar-4-FM3', '187-Ar-4-FM4', '187-Ar-4-FM5', '187-Ar-4-FM6', '187-Ar-4-FM7', '187-Ar-4-FM8', '187-Ar-4-FM9']",sister and wife,family member,
805,187-Ar-4,187-Ar-4-FM2,Heron,male,29,weaver,187-Ar-4-d1,187-Ar-4-FM1,,,187-Ar-4-FM8,[],"['187-Ar-4-FM10', '187-Ar-4-FM11']",son,family member,
806,187-Ar-4,187-Ar-4-FM3,Neilos,male,26,,187-Ar-4-d1,187-Ar-4-FM1,,,187-Ar-4-FM12,[],"['187-Ar-4-FM13', '187-Ar-4-FM14']",son,family member,
807,187-Ar-4,187-Ar-4-FM4,Sarapion,male,age lost,,187-Ar-4-d1,187-Ar-4-FM1,,,,[],[],son,family member,
808,187-Ar-4,187-Ar-4-FM5,Herakleides,male,9,,187-Ar-4-d1,187-Ar-4-FM1,,,,[],[],son,family member,
809,187-Ar-4,187-Ar-4-FM6,Euporas,male,7,,187-Ar-4-d1,187-Ar-4-FM1,,,,[],[],son,family member,
810,187-Ar-4,187-Ar-4-FM7,NN,female,23,,187-Ar-4-d1,187-Ar-4-FM1,,,,[],[],daughter,family member,
811,187-Ar-4,187-Ar-4-FM8,Neilliaina,female,age lost,,187-Ar-4-d1,187-Ar-4-FM1,,,187-Ar-4-FM2,[],"['187-Ar-4-FM10', '187-Ar-4-FM11']",daughter,family member,
812,187-Ar-4,187-Ar-4-FM9,Thaisarion,female,17,,187-Ar-4-d1,187-Ar-4-FM1,,,,[],[],daughter,family member,
813,187-Ar-4,187-Ar-4-FM10,Herodes,male,1,,187-Ar-4-FM2,187-Ar-4-FM8,,,,[],[],,family member,
814,187-Ar-4,187-Ar-4-FM11,Tryphon,male,1,,187-Ar-4-FM2,187-Ar-4-FM8,,,,[],[],,family member,
815,187-Ar-4,187-Ar-4-FM12,Thermoutharion,female,29,,Kastor,Isidora,Heron,,187-Ar-4-FM3,[],"['187-Ar-4-FM13', '187-Ar-4-FM14']",,family member,
816,187-Ar-4,187-Ar-4-FM13,NN,male,13,,187-Ar-4-FM3,187-Ar-4-FM12,,,,[],[],,family member,
817,187-Ar-4,187-Ar-4-FM14,Heron,male,age lost,,187-Ar-4-FM3,187-Ar-4-FM12,,,,[],[],,family member,
818,187-Ar-4,187-Ar-4-FM15,Heron,male,34,cloth-beater,,Eirene,,,187-Ar-4-FM18,[],['187-Ar-4-FM19'],,family member,
819,187-Ar-4,187-Ar-4-FM16,Apion,male,24,workman,,Eirene,,,,[],[],,family member,
820,187-Ar-4,187-Ar-4-FM17,Herakleides,male,19,,,Eirene,,,,[],[],,family member,
821,187-Ar-4,187-Ar-4-FM18,Thaisarion,female,17,,,Eirene,,,187-Ar-4-FM15,[],['187-Ar-4-FM19'],,family member,
822,187-Ar-4,187-Ar-4-FM19,Syra,female,1,,187-Ar-4-FM15,187-Ar-4-FM18,,,,[],[],,family member,
823,187-Ar-4,187-Ar-4-NK1,Neilos,male,44,,Demetrios,Thaisarion,NN,,187-Ar-4-NK2,['187-Ar-4-NK2'],['187-Ar-4-NK3'],,free non-kin,
824,187-Ar-4,187-Ar-4-NK2,Eirene,female,52,,Demetrios,Thaisarion,NN,,187-Ar-4-NK1,['187-Ar-4-NK1'],['187-Ar-4-NK3'],,free non-kin,
825,187-Ar-4,187-Ar-4-NK3,Kastor,male,8,,187-Ar-4-NK1,187-Ar-4-NK2,,,,[],[],,free non-kin,
826,187-Ar-4,187-Ar-4-NK4,Heron,male,34,cloth-beater,Kastor,Isidora,Heron,,,['Thermoutharion [kin no. 13]'],[],,free non-kin,
827,187-Ar-4,187-Ar-4-NK5,Melanas,male,32,,Kastor,Isidora,Heron,,,['Thermoutharion [kin no. 13]'],[],,free non-kin,
828,187-Ar-4,187-Ar-4-NK6,Heron,male,26,workman,Herakleides,Didyme,Heron,,,['187-Ar-4-NK7'],[],,free non-kin,
829,187-Ar-4,187-Ar-4-NK7,NN,female,23,,Herakleides,Didyme,Heron,,,['187-Ar-4-NK6'],[],,free non-kin,
830,187 Ar-5,187 Ar-5-d1,Sarapammon,male,70,,Apollonios,Didymarion,NN,,,[],[],self,family member,
831,187 Ar-5,187 Ar-5-S1,Aunes,,age lost,,,,,,,[],[],,slave,Sarapammon [declarant]
832,187 Ar 6,187 Ar 6-d1,Horigenes,male,,,Isidoros,,,,,[],[],self,family member,
833,187 Ar 6,187 Ar 6-FM1,Melas,male,age lost,workman,Heraklas,NN,Zenas,,,[],[],,family member,
834,187 Ar-7,187 Ar-7-d1,Ision,male,17,workman,Patron,Chousarion,Demetrios,,,['187 Ar-7-FM1'],[],self,family member,
835,187 Ar-7,187 Ar-7-FM1,Herois,female,14,,Patron,Chousarion,Demetrios,,,['187 Ar-7-d1'],[],sister,family member,
836,187-Ar-8,187-Ar-8-d1,Dioskoros,male,68,farmer,NN,,Herakleides,,187-Ar-8-FM1,[],"['187-Ar-8-FM2', '187-Ar-8-FM3', '187-Ar-8-FM4', '187-Ar-8-FM5', '187-Ar-8-FM8', '187-Ar-8-FM9']",self,family member,
837,187-Ar-8,187-Ar-8-FM1,Thaisarion,female,age lost,,Souchas,Heraklous,Mysthes,,187-Ar-8-d1,[],"['187-Ar-8-FM2', '187-Ar-8-FM3', '187-Ar-8-FM5', '187-Ar-8-FM8', '187-Ar-8-FM9']",wife,family member,
838,187-Ar-8,187-Ar-8-FM2,Horion,male,age lost,farmer,187-Ar-8-d1,187-Ar-8-FM1,,,,[],[],son,family member,
839,187-Ar-8,187-Ar-8-FM3,NN,male,17,scribe,187-Ar-8-d1,187-Ar-8-FM1,,,,[],[],son,family member,
840,187-Ar-8,187-Ar-8-FM4,Satornilos,male,age lost,farmer,187-Ar-8-d1,Sarapous,,Horion,187-Ar-8-FM5,[],"['187-Ar-8-FM6', '187-Ar-8-FM7']",son,family member,
841,187-Ar-8,187-Ar-8-FM5,Harpokratiaina,female,age lost,,187-Ar-8-d1,187-Ar-8-FM1,,,187-Ar-8-FM4,[],"['187-Ar-8-FM6', '187-Ar-8-FM7']",daughter,family member,
842,187-Ar-8,187-Ar-8-FM6,Satornilos,male,age lost,,187-Ar-8-FM4,187-Ar-8-FM5,,,,[],[],,family member,
843,187-Ar-8,187-Ar-8-FM7,Satornila,female,14,,187-Ar-8-FM4,187-Ar-8-FM5,,,,[],[],,family member,
844,187-Ar-8,187-Ar-8-FM8,Artemidora alias ?Dioskorous,female,20,,187-Ar-8-d1,187-Ar-8-FM1,,,,[],[],daughter,family member,
845,187-Ar-8,187-Ar-8-FM9,Tasoucharion,female,age lost,,187-Ar-8-d1,187-Ar-8-FM1,,,,[],[],daughter,family member,
846,187-Ar-8,187-Ar-8-FM10,Than[,female,29,,,,,,,[],[],,family member,
847,187-Ar-8,187-Ar-8-FM11,Sarapous apator,,8,,,,,,,[],[],,family member,
848,187 Ar-9,187 Ar-9-d1,Nemesilla alias Kyrilla,,39,,,,,,,[],['187 Ar-9-FM1'],self,family member,
849,187 Ar-9,187 Ar-9-FM1,NN,male,16,,187 Ar-9-d1,Nemesilla,,,,[],[],son,family member,
850,187 Ar-9,187 Ar-9-FM2,NN,,age lost,,Nemesilla,,,,,[],[],,family member,
851,187 Ar-9,187 Ar-9-NK1,—don,male,54,,,,,,,[],[],,free non-kin,
852,187 Ar-9,187 Ar-9-S1,Bithyne,,28,,,,,,,[],[],,slave,
853,187 Ar-9,187 Ar-9-S2,NN,,age lost,,,Rhodine,,,,[],[],,slave,
854,187-Ar-10,187-Ar-10-d1,Mysthes,,36,,,,,,,['187-Ar-10-FM1'],[],self,family member,
855,187-Ar-10,187-Ar-10-FM1,Tamystha,female,49,,,,,,,['187-Ar-10-d1'],['187-Ar-10-FM2'],self,family member,
856,187-Ar-10,187-Ar-10-FM2,Kyrilla,female,10,,Chaireas,187-Ar-10-FM1,Herakleides,,,[],[],,family member,
857,187-Ar 11,187-Ar 11-d1,Chaireas,,54,woolwasher,,,,,187-Ar 11-FM1,[],"['187-Ar 11-FM2', '187-Ar 11-FM3', '187-Ar 11-FM4', '187-Ar 11-FM5', '187-Ar 11-FM5', '187-Ar 11-FM5']",self,family member,
858,187-Ar 11,187-Ar 11-FM1,Dioskoria,female,34,,An,Thotarion,Sarapion,,187-Ar 11-d1,[],"['187-Ar 11-FM2', '187-Ar 11-FM3', '187-Ar 11-FM4', '187-Ar 11-FM5']",wife,family member,
859,187-Ar 11,187-Ar 11-FM2,—domias,male,15,,187-Ar 11-d1,187-Ar 11-FM1,,,,[],[],son,family member,
860,187-Ar 11,187-Ar 11-FM3,—rios,male,9,,187-Ar 11-d1,187-Ar 11-FM1,,,,[],[],son,family member,
861,187-Ar 11,187-Ar 11-FM4,Chaireas,male,age lost,,187-Ar 11-d1,187-Ar 11-FM1,,,,[],[],son,family member,
862,187-Ar 11,187-Ar 11-FM5,Dioskor[,male or female,age lost,,187-Ar 11-d1,187-Ar 11-FM1,,,,[],[],son or daughter,family member,
863,187-Ar-12,187-Ar-12-d1,Name lost,,,,,,,,,[],[],self,family member,
864,187-Ar-12,187-Ar-12-FM1,Didymos,male,21,,Sarapion,Helene,Souchas,,187-Ar-12-FM2,['187-Ar-12-FM2'],"['187-Ar-12-FM3', '187-Ar-12-FM4']",,family member,
865,187-Ar-12,187-Ar-12-FM2,Thermoutharion,female,age lost,,Sarapion,Helene,Souchas,,187-Ar-12-FM1,['187-Ar-12-FM1'],"['187-Ar-12-FM3', '187-Ar-12-FM4']",,family member,
866,187-Ar-12,187-Ar-12-FM3,Klaudios,male,,,187-Ar-12-FM1,187-Ar-12-FM2,,,,[],[],,family member,
867,187-Ar-12,187-Ar-12-FM4,NN,male or female,age lost,,187-Ar-12-FM1,187-Ar-12-FM2,,,,[],[],,family member,
868,187-AM3,187-AM3-d1,NN,male,36,priest of Petesouchos,Chaireas,Thaisarion,NN,,,[],[],self,family member,
869,187-AM3,187-AM3-FM1,Thais,female,23,,Ptolemaios,Thaisarion,Harpokration,,,[],[],,family member,
870,187-AM3,187-AM3-FM2,NN,female,,,,,,,,[],[],,family member,
871,187-AM4,187-AM4-d1,Herakleides,male,age lost,,Am,—lous,NN,,,[],[],self,family member,
872,187-Ar-15,187-Ar-15-d1,Name lost,,,,,,,,,[],[],self,family member,
873,187-Ar-15,187-Ar-15-FM1,,,,,,,,,,[],[],,family member,
874,187-Ar-15,187-Ar-15-FM2,,,,,,,,,,[],[],,family member,
875,187-Ar-15,187-Ar-15-FM3,Apia,,10,,,,,,,[],[],,family member,
876,187-Ar-15,187-Ar-15-FM4,,,,,,,,,,[],[],,family member,
877,187-Ar-15,187-Ar-15-S1,-lla,,36,,,,,,,[],[],,slave,
878,187-Ar-15,187-Ar-15-S2,NN,,age lost,,,,,,,[],[],,slave,
879,187 Ar-16,187 Ar-16-d1,Herakleides,,age lost,linenweaver,,,,,187 Ar-16-FM1,['187 Ar-16-FM1'],[],self,family member,
880,187 Ar-16,187 Ar-16-FM1,NN,female,age lost,,,sister,,,187 Ar-16-d1,['187 Ar-16-d1'],[],perhaps wife and sister,family member,
881,187-AM7,187-AM7-d1,Name lost,,,,,,,,,[],[],self,family member,
882,187-Ar-18,187-Ar-18-d1,Apion,male,,,Harpokration,Sarapous,NN,,,[],[],self,family member,
883,187-Ar-18,187-Ar-18-FM1,Deios,male,31,,Heron,Besous,Kapiton,,,[],[],,family member,
884,187-Ar-18,187-Ar-18-FM2,Soterichos,male,72,,Deios,NN,Triadelphos,,,[],['187-Ar-18-FM3'],,family member,
885,187-Ar-18,187-Ar-18-FM3,NN,male,43,farmer,187-Ar-18-FM2,Melanous,,,,[],[],,family member,
886,187-Ar-18,187-Ar-18-FM4,Protas,male,age lost,farmer,Ze,]phis,NN,,,[],[],,family member,
887,187-Ar-18,187-Ar-18-FM5,NN,male,20,,Ptolemaios,Segathis,NN,,,[],[],,family member,
888,187-Ar-18,187-Ar-18-FM6,Harpokration,male,age lost,,NN,,Sotas,,,[],[],,family member,
889,187-AM9,187-AM9-d2,Philantinoos alias Herodes,male,,,,Philantinoos,Herakleides,,,[],[],self,family member,
890,187-AM9,187-AM9-d1,Valerius alias Philantinoos,male,,,,Philantinoos,Herakleides,,,[],[],self,family member,
891,187-Ar-20,187-Ar-20-d1,Not given,,,,,,,,,[],[],self,family member,
892,187-Ar-21,187-Ar-21-d1,Not known Family members; Free non-kin; Slaves: Not known,,,,,,,,,[],[],self,family member,
893,187-Ar-22,187-Ar-22-d1,Achilleus,male,,,Apollonios,,Lourios,,,[],[],self,family member,
894,187-Ar-22,187-Ar-22-FM1,Pasigenes,male,61,,Theon,,Eutyches,,187-Ar-22-FM3,[],"['187-Ar-22-FM2', '187-Ar-22-FM4', '187-Ar-22-FM7']",,family member,
895,187-Ar-22,187-Ar-22-FM2,Eutyches,male,30,,187-Ar-22-FM1,Apollonous,,,187-Ar-22-FM7,[],[],,family member,
896,187-Ar-22,187-Ar-22-FM3,Herakleia,female,40,,Kronion,,,,187-Ar-22-FM1,[],"['187-Ar-22-FM4', '187-Ar-22-FM5', '187-Ar-22-FM6']",,family member,
897,187-Ar-22,187-Ar-22-FM4,Thasis,female,5,,187-Ar-22-FM1,187-Ar-22-FM3,,,,[],[],,family member,
898,187-Ar-22,187-Ar-22-FM5,Sabeinos,male,18,,Sabeinos,187-Ar-22-FM3,Kronion,,,[],[],,family member,
899,187-Ar-22,187-Ar-22-FM6,Sarapias,female,22,,Sabeinos,187-Ar-22-FM3,Kronion,,,[],[],,family member,
900,187-Ar-22,187-Ar-22-FM7,Tapesouris,female,18,,187-Ar-22-FM1,Isidora,,,187-Ar-22-FM2,"[""on the father's side and wife of Eutyches [no.2]""]",[],,family member,
901,187-Ar-23,187-Ar-23-d1,Heliodoros,male,age lost,,NN,Taesies,,,187-Ar-23-FM1,['187-Ar-23-FM1'],"['187-Ar-23-FM2', '187-Ar-23-FM3']",self,family member,
902,187-Ar-23,187-Ar-23-FM1,Aretina,female,age lost,,NN,Taesies,,,187-Ar-23-d1,['187-Ar-23-d1'],"['187-Ar-23-FM2', '187-Ar-23-FM3']",full sister and wife,family member,
903,187-Ar-23,187-Ar-23-FM2,Aretion,male,age lost,,187-Ar-23-d1,187-Ar-23-FM1,,,,[],[],son,family member,
904,187-Ar-23,187-Ar-23-FM3,NN,male,age lost,,187-Ar-23-d1,187-Ar-23-FM1,,,,[],[],son,family member,
905,187-Ar-23,187-Ar-23-FM4,Artemidoros (?),,age lost,,,,,,,[],[],,family member,
906,187-Ar-23,187-Ar-23-FM5,NN,,20,,,,,,,[],[],,family member,
907,187-Ar-23,187-Ar-23-FM6,Sarapf [sex unknown],,age lost,,,,,,,[],[],,family member,
908,187-Ar-23,187-Ar-23-FM7,Sarapias,female,34,,,,,,,[],[],,family member,
909,187-Ar-23,187-Ar-23-FM8,"—ammon [male],",male,age lost,,,,,,,[],[],,family member,
910,187 Ar-24,187 Ar-24-d1,—archos,male,61,,Apollonios,NN,NN,Herakles,,[],[],self,family member,
911,187-Ar-25,187-Ar-25-d1,Name lost,,,,,,,,,[],[],self,family member,
