,household_id,id,name,sex,age,occupation,father,mother,paternal_grandfather,maternal_grandfather,spouse,siblings,children,relation_to_declarant,role,owner
515,159-Ar-4,159-Ar-4-FM4,Thermoutharion,female,47,,Philadelphos,Thermoutharion,Herodes,,,['159-Ar-4-d1'],['159-Ar-4-FM11'],sister,family member,
516,159-Ar-4,159-Ar-4-FM5,Zoidous,female,29,,Philadelphos,Thermoutharion,Herodes,,159-Ar-4-d1,['159-Ar-4-d1'],[],sister and divorced wife,family member,
517,159-Ar-4,159-Ar-4-FM6,Demarion,female,35,,Diodoros,Sambous,Polydeukes,,159-Ar-4-FM2,[],"['159-Ar-4-FM7', '159-Ar-4-FM8']",,family member,
518,159-Ar-4,159-Ar-4-FM7,Helene,female,17,,159-Ar-4-FM2,159-Ar-4-FM6,,,,[],[],,family member,
519,159-Ar-4,159-Ar-4-FM8,Didyme,female,15,,159-Ar-4-FM2,159-Ar-4-FM6,,,,[],[],,family member,
520,159-Ar-4,159-Ar-4-FM9,Demarion,female,26,,Diodoros,Sambous,Polydeukes,,159-Ar-4-FM3,[],['159-Ar-4-FM10'],,family member,
521,159-Ar-4,159-Ar-4-FM10,Helene,female,9,,159-Ar-4-FM3,159-Ar-4-FM9,,,,[],[],,family member,
522,159-Ar-4,159-Ar-4-FM11,Herodes,male,19,,Petermouthis,159-Ar-4-FM4,Heron,Philadelphos,,[],[],,family member,
523,159-Ar-4,159-Ar-4-S1,Palaistrike,,33,,,,,,,[],[],,slave,Sarapion [no.2]
524,159-Ar-4,159-Ar-4-S2,Ammonios,male,5,,,Palaistrike [no.l],,,,[],[],,slave,Sarapion [no.2]
525,159 Ar 5,159 Ar 5-d1,NN,,age lost,,,,,,159 Ar 5-FM19,[],"['159 Ar 5-FM2', '159 Ar 5-FM3', '159 Ar 5-FM5', '159 Ar 5-FM6']",self,family member,
526,159 Ar 5,159 Ar 5-FM1,NN,female,age lost,,,,,,,[],"['159 Ar 5-FM2', '159 Ar 5-FM3']",,family member,
527,159 Ar 5,159 Ar 5-FM2,NN,female,age lost,,159 Ar 5-d1,159 Ar 5-FM1,,,,[],[],,family member,
528,159 Ar 5,159 Ar 5-FM3,Didymarion,female,10,,159 Ar 5-d1,159 Ar 5-FM1,,,,[],[],,family member,
529,159 Ar 5,159 Ar 5-FM4,NN,female,age lost,,,,,,159 Ar 5-d1,[],"['159 Ar 5-FM5', '159 Ar 5-FM6']",wife,family member,
530,159 Ar 5,159 Ar 5-FM5,Tryphaina,female,age lost,,159 Ar 5-d1,159 Ar 5-FM4,,,,[],[],,family member,
531,159 Ar 5,159 Ar 5-FM6,NN,female,age lost,,159 Ar 5-d1,159 Ar 5-FM4,,,,[],[],,family member,
532,159 Ar 5,159 Ar 5-FM7,"NN (male),",male,age lost,,,,,,159 Ar 5-FM8,[],"['159 Ar 5-FM9', '159 Ar 5-FM10']",,family member,
533,159 Ar 5,159 Ar 5-FM8,NN,female,age lost,,,,,,159 Ar 5-FM7,[],"['159 Ar 5-FM9', '159 Ar 5-FM10']",,family member,
534,159 Ar 5,159 Ar 5-FM9,NN,male,8,,159 Ar 5-FM7,159 Ar 5-FM8,,,,[],[],,family member,
535,159 Ar 5,159 Ar 5-FM10,Dioskoros,male,age lost,,159 Ar 5-FM7,159 Ar 5-FM8,,,,[],[],,family member,
536,159 Ar 5,159 Ar 5-FM11,"NN (male),",male,age lost,,,,,,159 Ar 5-FM12,[],"['159 Ar 5-FM13', '159 Ar 5-FM14']",,family member,
537,159 Ar 5,159 Ar 5-FM12,NN,female,age lost,,,,,,159 Ar 5-FM11,[],"['159 Ar 5-FM13', '159 Ar 5-FM14']",,family member,
538,159 Ar 5,159 Ar 5-FM13,NN,male,4,,159 Ar 5-FM11,159 Ar 5-FM12,,,,[],[],,family member,
539,159 Ar 5,159 Ar 5-FM14,NN,male,4,,159 Ar 5-FM11,159 Ar 5-FM12,,,,[],[],,family member,
540,159 Ar 5,159 Ar 5-FM15,Heron,male,age lost,,Heron,,,,,[],[],,family member,
541,159 Ar 5,159 Ar 5-FM16,- r a,,29,,,,,,,[],[],,family member,
542,159 Ar 5,159 Ar 5-FM17,Tasoucharion,,age lost,,,,,,,[],[],,family member,
543,159 Ar 5,159 Ar 5-FM18,NN,male,51,,,,,,159 Ar 5-FM19,[],"['159 Ar 5-FM20', '159 Ar 5-FM21']",,family member,
544,159 Ar 5,159 Ar 5-FM19,NN,female,age lost,,,,,,159 Ar 5-FM18,[],"['159 Ar 5-FM20', '159 Ar 5-FM21']",,family member,
545,159 Ar 5,159 Ar 5-FM20,NN,female,age lost,,159 Ar 5-FM18,159 Ar 5-FM19,,,,[],[],,family member,
546,159 Ar 5,159 Ar 5-FM21,NN,female,age lost,,159 Ar 5-FM18,159 Ar 5-FM19,,,,[],[],,family member,
547,159 Ar 5,159 Ar 5-S1,Nikephoros surnamed Harpalos,,age lost,,,,,,,[],[],,slave,declarant
548,159 Ar 5,159 Ar 5-S2,NN,,age lost,,,,,,,[],[],,slave,declarant
549,159 Ar 5,159 Ar 5-S3,Isiakos alias Amoules,,age lost,,,,,,,[],[],,slave,declarant
550,159 Ar 5,159 Ar 5-S4,Eudaimonis,,9,,,,,,,[],[],,slave,declarant
551,159 Ar 5,159 Ar 5-S5,Kalokairos,,age lost,,,,,,,[],[],,slave,Herois d. Harpokration
552,159-Ar-6,159-Ar-6-d1,Gaius Valerius Apollinarios,,age lost,discharged veteran,,,,,,[],['159-Ar-6-FM1'],self,family member,
553,159-Ar-6,159-Ar-6-FM1,Gaius Valerius Capito,male,6,,159-Ar-6-d1,,,,,[],[],son,family member,
554,159-Ar-6,159-Ar-6-NK1,Ptolemaios,male,29,,Diogenes,Syra,NN,Ptolemaios,,[],[],,free non-kin,
555,159-Ar-6,159-Ar-6-S1,Helike,,age lost,,,,,,,[],[],,slave,Apollinarios [declarant]
556,159-Ar-6,159-Ar-6-S2,Nike,,20,,,,,,,[],[],,slave,Apollinarios [declarant]
557,159-Ar-7,159-Ar-7-d1,Ammonios,male,36,,Harpagathos,Segathis,Heras,,159-Ar-7-FM1,[],['159-Ar-7-FM2'],self,family member,
558,159-Ar-7,159-Ar-7-FM1,Thaisarion,female,29,,Antonios,,,,159-Ar-7-d1,[],['159-Ar-7-FM2'],wife,family member,
559,159-Ar-7,159-Ar-7-FM2,Seutharion,female,9,,159-Ar-7-d1,159-Ar-7-FM1,,,,[],[],daughter,family member,
560,159-Ar-8,159-Ar-8-d1,Pasoxis,male,age lost,,Pasoxis,Thi[,,,,"['159-Ar-8-FM1', '159-Ar-8-FM2']","['159-Ar-8-FM4', '159-Ar-8-FM4', '159-Ar-8-FM4']",self,family member,
561,159-Ar-8,159-Ar-8-FM1,NN,male,age lost,,Pasoxis,Thi[,,,,['159-Ar-8-d1'],[],brother,family member,
562,159-Ar-8,159-Ar-8-FM2,Harpalos,male,age lost,,Pasoxis,Thi[,,,,['159-Ar-8-d1'],['159-Ar-8-FM5'],brother,family member,
563,159-Ar-8,159-Ar-8-FM3,Thermouthas,female,age lost,,Pt,Her[,NN,,,[],[],,family member,
564,159-Ar-8,159-Ar-8-FM4,NN,male or female,age lost,,159-Ar-8-d1,Tasoucharion,,,,[],[],son or daughter,family member,
565,159-Ar-8,159-Ar-8-FM5,Thaisas,female,age lost,,159-Ar-8-FM2,NN,,Noostis,,[],[],,family member,
566,159-Ar-9,159-Ar-9-d1,Herais,female,16,,Satabous,159-Ar-9-FM2,Phanomgeus,Pnepheros,,['159-Ar-9-FM3'],['159-Ar-9-FM1'],self,family member,
567,159-Ar-9,159-Ar-9-FM1,Satabous,male,44,,Phanomgeus,159-Ar-9-d1,Phanomgeus,Esouris,,[],['159-Ar-9-FM3'],son,family member,
568,159-Ar-9,159-Ar-9-FM2,Tanesneus,female,39,,Pnepheros,Tasoucharion,Petesouchos,,,[],"['159-Ar-9-d1', '159-Ar-9-FM3']",mother,family member,
569,159-Ar-9,159-Ar-9-FM3,Tasoucharion,female,9,,159-Ar-9-FM1,159-Ar-9-FM2,,,,['159-Ar-9-d1'],[],sister,family member,
570,159 Ar-10,159 Ar-10-d1,Sisois,male,29,,Petheus,159 Ar-10-FM6,Akousilaos,,159 Ar-10-FM1,"['159 Ar-10-FM3', '159 Ar-10-FM4']","['159 Ar-10-FM5', '159 Ar-10-FM2']",self,family member,
571,159 Ar-10,159 Ar-10-FM1,Thermouthis,female,2[.],,Pasoknopaios,,,,159 Ar-10-d1,[],['159 Ar-10-FM2'],wife,family member,
572,159 Ar-10,159 Ar-10-FM2,Thermouth[,female,age lost,,159 Ar-10-d1,159 Ar-10-FM1,,,,[],[],daughter,family member,
573,159 Ar-10,159 Ar-10-FM3,Besas,male,2[.],,Petheus,Thermouthis,Akousilaos,,,['159 Ar-10-d1'],[],brother,family member,
574,159 Ar-10,159 Ar-10-FM4,Teonchonsis (?),female,14,,Petheus,Ther,Akousilaos,,,['159 Ar-10-d1'],[],sister,family member,
575,159 Ar-10,159 Ar-10-FM5,Sisois,male,age lost,,159 Ar-10-d1,—this,,Apollonios,,[],[],son,family member,
576,159 Ar-10,159 Ar-10-FM6,Thermouthis,female,54,,is,,,,,[],['159 Ar-10-d1'],mother,family member,
577,159-Ar-ll,159-Ar-ll-d1,Petheus,male,,,,,,,,[],[],self,family member,
578,159 Ar 12,159 Ar 12-d1,Hatres,male,25,,Satabous,Segathis,Panephremmis,,159 Ar 12-FM1,[],[],self,family member,
579,159 Ar 12,159 Ar 12-FM1,Isarion apator,female,13,,Tanephremmis,,,Panomieus,159 Ar 12-d1,[],[],wife,family member,
580,159 Ar 12,159 Ar 12-FM2,Tapetsiris,female,12,,Stotoetis,Tapetsiris,Panephremmis,,,[],[],,family member,
581,159 Ar 14,159 Ar 14-d1,Apollos,,3[.] or 4[.],,,,,,,[],[],self,family member,
582,159 Ar 15,159 Ar 15-d1,Panephremmis,male,59,,Heron,Tapheus,Heron,,,[],[],self,family member,
583,159 Ar 16,159 Ar 16-FM1,Horos,male,33,,Tapheus,,,,,[],[],self,family member,
584,159 Ar-17,159 Ar-17-d1,Apynchis the elder,male,27,,Orseus,Thenapynchis,Apynchis,,,[],[],self,family member,
585,159-Ar-18,159-Ar-18-d1,Harphaesis,male,,,Osis,..ais,Harphaesis,,,[],[],self,family member,
586,159 Ar-19,159 Ar-19-d1,Taseis,female,44,,Mysthes,,Ision,,,[],[],self,family member,
587,159 Ar-20,159 Ar-20-d1,NN,,41,,,,,,159 Ar-20-FM1,[],"['159 Ar-20-FM2', '159 Ar-20-FM3']",self,family member,
588,159 Ar-20,159 Ar-20-FM1,Thases,female,35,,Pakysis,,Orsenouphis,,159 Ar-20-d1,[],"['159 Ar-20-FM2', '159 Ar-20-FM3']",wife,family member,
589,159 Ar-20,159 Ar-20-FM2,Thases,female,12,,159 Ar-20-d1,159 Ar-20-FM1,,,,[],[],daughter,family member,
590,159 Ar-20,159 Ar-20-FM3,Stotoetis,female,8,,159 Ar-20-d1,159 Ar-20-FM1,,,,[],[],daughter,family member,
591,159 Ar 21,159 Ar 21-d1,Sansneus,male,3[.],public farmer,NN,NN,Patunis,Sansneus,,"['159 Ar 21-FM1', '159 Ar 21-FM2']",[],self,family member,
592,159 Ar 21,159 Ar 21-FM1,Apollonios,male,age lost,,NN,NN,Patunis,Sansneus,159 Ar 21-FM3,['159 Ar 21-d1'],['159 Ar 21-FM4'],brother,family member,
593,159 Ar 21,159 Ar 21-FM2,Sochotes,male,33,,NN,NN,Patunis,Sansneus,159 Ar 21-FM5,['159 Ar 21-d1'],"['159 Ar 21-FM6', '159 Ar 21-FM7']",brother,family member,
594,159 Ar 21,159 Ar 21-FM3,NN,female,32,,,,,,159 Ar 21-FM1,[],['159 Ar 21-FM4'],,family member,
595,159 Ar 21,159 Ar 21-FM4,Tamystha (?),female,age lost,,159 Ar 21-FM1,159 Ar 21-FM3,,,,[],[],,family member,
596,159 Ar 21,159 Ar 21-FM5,NN,female,age lost,,Hatres,Sarapous,,,159 Ar 21-FM2,[],"['159 Ar 21-FM6', '159 Ar 21-FM7']",,family member,
597,159 Ar 21,159 Ar 21-FM6,NN,female,age lost,,159 Ar 21-FM2,159 Ar 21-FM5,,,,[],[],,family member,
598,159 Ar 21,159 Ar 21-FM7,Sarapous,female,3,,159 Ar 21-FM2,159 Ar 21-FM5,,,,[],[],,family member,
599,159-Ar-22,159-Ar-22-d1,Heron,male,,public farmer,NN,,,,159-Ar-22-FM2?,[],[],self,family member,
600,159-Ar-22,159-Ar-22-FM1,Heron,male,age lost,public farmer,NN,,,,,[],[],,family member,
601,159-Ar-22,159-Ar-22-FM2,NN,female,age lost,,NN,Thermouthas,,,159-Ar-22-d1?,[],[],probably wife ,family member,
602,159-Ar-23,159-Ar-23-d1,Stotoetis the elder,male,age lost,,Pakysis,Stotoetis,,Onnophris,,[],[],self,family member,
603,159-Ar-24,159-Ar-24-d1,Anchopis,,,,,,,,,[],[],self,family member,
604,159 Ar-25,159 Ar-25-d1,Tephorsais,female,48,,Pabous,,,,,[],[],self,family member,
605,159-Ar 26,159-Ar 26-d1,NN,male,age lost,,,,,,159-Ar 26-FM1,['159-Ar 26-FM1'],"['159-Ar 26-FM2', '159-Ar 26-FM3', '159-Ar 26-FM4']",self,family member,
606,159-Ar 26,159-Ar 26-FM1,NN,female,age lost,,,,,,159-Ar 26-d1,['159-Ar 26-d1'],"['159-Ar 26-FM2', '159-Ar 26-FM3', '159-Ar 26-FM4']",full sister and wife,family member,
607,159-Ar 26,159-Ar 26-FM2,Sarapion alias Leontas,male,23,,159-Ar 26-d1,159-Ar 26-FM1,,,,[],[],son,family member,
608,159-Ar 26,159-Ar 26-FM3,NN,male,age lost,tailor,159-Ar 26-d1,159-Ar 26-FM1,,,,[],[],son,family member,
609,159-Ar 26,159-Ar 26-FM4,Herois,female,age lost,,159-Ar 26-d1,159-Ar 26-FM1,,,,[],[],daughter,family member,
610,159 Hm 1,159 Hm 1-d1,NN,male,,,emgeus,,,,,[],[],self,family member,
611,159-Hm-2,159-Hm-2-d1,NN,,age lost,,,,,,,[],['159-Hm-2-FM2'],self,family member,
612,159-Hm-2,159-Hm-2-FM1,Hermapollon,,age lost,,,,,,,[],[],relative,family member,
613,159-Hm-2,159-Hm-2-FM2,Dios,male,age lost,,159-Hm-2-d1,,,,,[],[],son,family member,
614,159-Hm-2,159-Hm-2-NK1,Eudaimon,,age lost,,,,,,159-Hm-2-NK2,[],['159-Hm-2-NK3'],,free non-kin,
615,159-Hm-2,159-Hm-2-NK2,Dionysarion,female,age lost,,,,,,159-Hm-2-NK1,[],['159-Hm-2-NK3'],,free non-kin,
616,159-Hm-2,159-Hm-2-NK3,Boubastous,female,age lost,,159-Hm-2-NK1,159-Hm-2-NK2,,,,[],[],,free non-kin,
617,159-Hm-2,159-Hm-2-S1,Nikephoros,,age lost,,,,,,,[],[],,slave,NN [declarant]
618,159-Hm-2,159-Hm-2-S2,Demetria,,age lost,,,,,,,[],[],,slave,Eudaimon [non-kin no.l]
619,159-Hm-2,159-Hm-2-S3,Lamprous,female,age lost,,,Demetria [slave of Eudaimon (non-kin no.l)],,,,[],[],,slave,Eudaimon (non-kin no.l)]
620,159-Hm-2,159-Hm-2-S4,Techosous,female,age lost,,,Demetria [slave of Eudaimon (non-kin no.l)],,,,[],[],,slave,Eudaimon (non-kin no.l)]
621,159-Hm-2,159-Hm-2-S5,Stephanous,female,age lost,,,Demetria [slave of Eudaimon (non-kin no.l)],,,,[],[],,slave,Eudaimon (non-kin no.l)]
622,159 Hm 3,159 Hm 3-d1,Paesis,male,72,hyperetes,Nebteichis,,,,159 Hm 3-FM2,[],"['159 Hm 3-FM1', '159 Hm 3-FM3']",self,family member,
623,159 Hm 3,159 Hm 3-FM1,Horos,male,8,,159 Hm 3-d1,159 Hm 3-FM2,,,,[],[],son,family member,
624,159 Hm 3,159 Hm 3-FM2,Athenais,female,57,,Besis,,Harpechis,,159 Hm 3-d1,[],"['159 Hm 3-FM1', '159 Hm 3-FM3']",wife,family member,
625,159 Hm 3,159 Hm 3-FM3,Tereus,female,40,,159 Hm 3-d1,159 Hm 3-FM2,,,,[],[],daughter,family member,
626,159 Me 1,159 Me 1-d1,Apollonios,male,31,,Harphaesis,Thermouthis,,,,[],['159 Me 1-FM1'],self,family member,
627,159 Me 1,159 Me 1-FM1,Soterichos,male,5,,159 Me 1-d1,Ptolema,,Archosis,,[],[],son,family member,
628,159 Me 2,159 Me 2-d1,Herakleides,male,14,,Apollonios,Taur[—],Harphaesis,Hathres,,[],[],self,family member,
629,159-Me-3,159-Me-3-d1,Papontos,male,age lost,,Psosnaus,Artemis,,,,[],[],self,family member,
630,159 Ox-1,159 Ox-1-d1,Harpaesis,male,,hierotek- ton,Thonas,Thaesis,Harpaesis,Thonis,,[],[],self,family member,
631,173-Ar-l,173-Ar-l-d1,Lucius,,,,,,,,,[],[],self,family member,
632,173-Ar-2,173-Ar-2-d1,Mesoeris,male,22,priest,Tesenouphis,Segathis,,Tesenouphis,,[],"['173-Ar-2-FM1', '173-Ar-2-FM2', '173-Ar-2-FM3']",self,family member,
633,173-Ar-2,173-Ar-2-FM1,Satabous younger,male,age lost,,173-Ar-2-d1,,,,,[],[],son,family member,
634,173-Ar-2,173-Ar-2-FM2,Tesenouphis (?),male,age lost,,173-Ar-2-d1,,,,,[],[],son,family member,
635,173-Ar-2,173-Ar-2-FM3,Tesenouphis (?? younger),male,age lost,,173-Ar-2-d1,,,,,[],[],son,family member,
636,173-Ar-3,173-Ar-3-d1,Mysthes,male,[47],,Mysthes,Herais,Philon,,,[],"['173-Ar-3-FM2', '173-Ar-3-FM3', '173-Ar-3-FM4', '173-Ar-3-FM5']",self,family member,
637,173-Ar-3,173-Ar-3-FM1,Zosime,female,38,,Marion,,,,,[],"['173-Ar-3-FM2', '173-Ar-3-FM3', '173-Ar-3-FM4', '173-Ar-3-FM5']",,family member,
638,173-Ar-3,173-Ar-3-FM2,NN,male,11,,173-Ar-3-d1,173-Ar-3-FM1,,,,[],[],son,family member,
639,173-Ar-3,173-Ar-3-FM3,Dioskoros,male,[10],,173-Ar-3-d1,173-Ar-3-FM1,,,,[],[],son,family member,
640,173-Ar-3,173-Ar-3-FM4,NN,male,9,,173-Ar-3-d1,173-Ar-3-FM1,,,,[],[],son,family member,
641,173-Ar-3,173-Ar-3-FM5,Isidora,female,8,,173-Ar-3-d1,173-Ar-3-FM1,,,,[],[],daughter,family member,
642,173-Ar-4,173-Ar-4-d1,NN,,,tax-exempt hieronikes,,,,,,[],[],self,family member,
643,173-Ar-5,173-Ar-5-d1,Tamystha,female,,,Theon,,Demetrios,,,[],[],self,family member,
644,173-Ar-5,173-Ar-5-FM1,Demetrios,male,age lost,idiotes,NN,NN,Dionysios,,,[],[],,family member,
645,173-Ar-6,173-Ar-6-d1,Name lost,,,,,,,,,[],[],self,family member,
646,173 Ar-7,173 Ar-7-d1,Dionysios,male,48,,Chairemon,Tapheros,,,,[],['173 Ar-7-FM1'],self,family member,
647,173 Ar-7,173 Ar-7-FM1,Ammon[arion?],female,age lost,,173 Ar-7-d1,?,,,,[],[],daughter,family member,
648,173-Ar-8,173-Ar-8-d1,Diodora,female,6[.],,NN,NN,Petheus,,,[],[],self,family member,
649,173-Ar-8,173-Ar-8-FM1,Tasoueharion,female,age lost,,NN,,,,,[],[],,family member,
650,173 Ar 9,173 Ar 9-d1,Ptollas,male,48,,Sabeinos,173 Ar 9-FM4,Ptolemaios,Vettius,173 Ar 9-FM2,"['173 Ar 9-FM1', '173 Ar 9-FM2']",['173 Ar 9-FM3'],self,family member,
651,173 Ar 9,173 Ar 9-FM1,Harpokras,male,44,,Sabeinos,Vettia,Ptolemaios,Vettius,,['173 Ar 9-d1'],[],brother,family member,
652,173 Ar 9,173 Ar 9-FM2,Ptolemais,female,38,,Sabeinos,Vettia,Ptolemaios,Vettius,173 Ar 9-d1,['173 Ar 9-d1'],['173 Ar 9-FM3'],sister and wife,family member,
653,173 Ar 9,173 Ar 9-FM3,Vettia,female,age lost,,173 Ar 9-d1,173 Ar 9-FM2,,,,[],[],daughter,family member,
654,173 Ar 9,173 Ar 9-FM4,Vettia,female,72,,Vettius,,,,,[],['173 Ar 9-d1'],mother,family member,
655,173 Ar 9,173 Ar 9-FM5,Soeris,female,38,,Ptolemaios,NN,Pnepheros,Ptolemaios,,[],[],,family member,
656,173 Ar 9,173 Ar 9-FM6,Taos,female,38,,Ptolemaios,NN,Pnepheros,Ptolemaios,,[],['173 Ar 9-FM7'],,family member,
657,173 Ar 9,173 Ar 9-FM7,Xanaris,female,12,,Taos,173 Ar 9-FM6,,,,[],[],,family member,
658,173 Ar 9,173 Ar 9-NK1,Sarapias,,30 (?),,,,,,,[],[],,free non-kin,
659,173 Ar 9,173 Ar 9-S1,Kopr[eia],,40,,,,,,,[],[],,slave,Sempronius Herminos (eques Alae Maur.)
660,173 Ar 9,173 Ar 9-S2,Sarapias,female,20,,,Kopr[eia] [no.l],,,,[],[],,slave,
661,173 Ar 9,173 Ar 9-S3,Dioskoros,,6,,,Kopr[eia] [no.l],,,,[],[],,slave,
662,173 Ar 9,173 Ar 9-S4,Polydeukes nicknamed Eros,,4,,,Kopr[eia],,,,[],[],,slave,
663,173 Ar 9,173 Ar 9-S5,Didyme,,4,,,Sarapias [no.2],,,,[],[],,slave,
664,173 Ar 9,173 Ar 9-S6,Kastor,,2 months,,,Sarapias [no.2],,,,[],[],,slave,
665,173-Ar-10,173-Ar-10-d1,Petronia Gaia,,age lost,,,,,,,['173-Ar-10-FM1'],[],self,family member,
666,173-Ar-10,173-Ar-10-FM1,Petronia Gemella,female,age lost,,,,,,,['173-Ar-10-d1'],[],sister,family member,
667,173-Ar-ll,173-Ar-ll-d1,Methe,female,32,,Panameus,173-Ar-ll-FM4,Aurelius,Orseus,,[],"['173-Ar-ll-FM2', '173-Ar-ll-FM3', '173-Ar-ll-FM1']",self,family member,
668,173-Ar-ll,173-Ar-ll-FM1,The[,female,3,,NN,173-Ar-ll-d1,,,,[],[],daughter,family member,
669,173-Ar-ll,173-Ar-ll-FM2,Nouma,male,1,,Tithoes,173-Ar-ll-d1,Panameus,,,[],[],son,family member,
670,173-Ar-ll,173-Ar-ll-FM3,Her[,male,14,,NN,173-Ar-ll-FM4,,,,[],['173-Ar-ll-FM4'],son,family member,
671,173-Ar-ll,173-Ar-ll-FM4,Thaumastes,female,48,,173-Ar-ll-FM3,NN,,,,[],"['173-Ar-ll-d1', '173-Ar-ll-FM3']",mother,family member,
672,173-Ar-ll,173-Ar-ll-FM5,]phis,male,age lost,,Aurelius,Tephorsais,Orseus,,,[],[],,family member,
673,173-Ar-12,173-Ar-12-d1,Sarapion,female,,,C,,,,,[],[],self,family member,
674,173-AM3,173-AM3-d1,Sarapion,male,age lost,idiotes,Deios,Isarous,NN,,,[],[],self,family member,
675,173-Ar-14,173-Ar-14-d1,Pasion,male,,,,Sarapias,Mystharion,,,[],[],self,family member,
676,173-Ar-15,173-Ar-15-d1,Gaion,male,age lost,,Akousilaos,,,,173-Ar-15-FM1,[],"['173-Ar-15-FM2', '173-Ar-15-FM3']",self,family member,
677,173-Ar-15,173-Ar-15-FM1,Thaubarion,female,19,,Sarapion,Sarapias,Zoilos,NN,173-Ar-15-d1,[],"['173-Ar-15-FM2', '173-Ar-15-FM3']",wife,family member,
678,173-Ar-15,173-Ar-15-FM2,Ploution,male,3,,173-Ar-15-d1,173-Ar-15-FM1,,,,[],[],son,family member,
679,173-Ar-15,173-Ar-15-FM3,Horion,male,1,,173-Ar-15-d1,173-Ar-15-FM1,,,,[],[],son,family member,
680,173-Ar-16,173-Ar-16-d1,Herakleides,male,age lost,,Chairemon,NN,Chairemon,,173-Ar-16-FM1,[],[],self,family member,
681,173-Ar-16,173-Ar-16-FM1,Didym( ) (?),female,24,,,,,,173-Ar-16-d1,[],[],wife,family member,
682,173-Ar-16,173-Ar-16-FM2,Pasion,male,age lost,,,,,,,[],[],,family member,
683,173-Ar-16,173-Ar-16-FM3,NN,male,24,,,,,,,[],[],,family member,
684,173-Ar-16,173-Ar-16-FM4,Sarafpion?],male,age lost,,,,,,,['Didyme'],[],,family member,
685,173-AM7,173-AM7-d1,Not preserved,,,,,,,,,[],[],self,family member,
686,173-Ar 18,173-Ar 18-FM1,NN,male,17,,,,,,,[],[],self,family member,
687,173-Ar 18,173-Ar 18-FM2,NN,male,41,,Peteeus,,,,,[],[],,family member,
688,173-AM9,173-AM9-d1,NN,female,age lost,,Isidoros,Ammonarion,,,,[],[],self,family member,
689,173-Ar-20,173-Ar-20-d1,NN,female,,,Heron,NN,,,,[],[],self,family member,
690,173-Ar-20,173-Ar-20-FM1,Pt[,,age lost,,,,,,,[],[],,family member,
691,173-Me-l,173-Me-l-d1,Melas,male,51,,Areios,Kaleis,,,,[],"['173-Me-l-FM1', '173-Me-l-FM2']",self,family member,
692,173-Me-l,173-Me-l-FM1,Melas,male,1,,173-Me-l-d1,Tesagris,,,,[],[],son,family member,
693,173-Me-l,173-Me-l-FM2,Tnephremphis,female,17,,173-Me-l-d1,Herieus,,,,[],[],daughter,family member,
694,173-Me-2,173-Me-2-d1,Tyrannos,,28,,,,,,,[],[],self,family member,
695,173 Me-3,173 Me-3-d1,Peteamounis,male,75,nekrotaphos,Peteamounis,Tamasis,,,,[],"['173 Me-3-FM1', '173 Me-3-FM4', '173 Me-3-FM7']",self,family member,
696,173 Me-3,173 Me-3-FM1,Ammonas,male,45,nekrotaphos,173 Me-3-d1,Senamounis,,,173 Me-3-FM2,"['173 Me-3-FM4', '173 Me-3-FM7']",['173 Me-3-FM3'],son,family member,
697,173 Me-3,173 Me-3-FM2,]is,female,4[.],,Isas,,,,173 Me-3-FM1,[],['173 Me-3-FM3'],,family member,
698,173 Me-3,173 Me-3-FM3,NN,female,4,,173 Me-3-FM1,173 Me-3-FM2,,,,[],[],,family member,
699,173 Me-3,173 Me-3-FM4,Horos,male,36,nekrotaphos,173 Me-3-d1,Senamounis,,,173 Me-3-FM5,['173 Me-3-FM1'],"['173 Me-3-FM6', '173 Me-3-FM7']",son,family member,
700,173 Me-3,173 Me-3-FM5,Taoris,female,31,,Horos,,,,173 Me-3-FM4,[],['173 Me-3-FM6'],,family member,
701,173 Me-3,173 Me-3-FM6,Amounis,female,4,,173 Me-3-FM4,173 Me-3-FM5,,,,[],[],,family member,
702,173 Me-3,173 Me-3-FM7,NN,male,30,nekrotaphos,173 Me-3-FM4,Senamounis,,,,['173 Me-3-FM1'],[],son,family member,
703,173 Me-3,173 Me-3-FM8,—asis,female,19,,Pasion,Ammonarion,Horos,,,[],[],,family member,
704,173-Pr-l,173-Pr-l-d1,Sarapion,male,18 (?),,Aranchis,,,,,[],[],self,family member,
705,173 Pr 2,173 Pr 2-d1,Harmachis,male,age lost,,Nektheros,Thermouthis,Thamounis,Harmachis,,[],[],self,family member,
706,173-Pr-3,173-Pr-3-FM1,Athas,male,56,,Tithoes,Taartysis,Hephaistion,Pnepheros,,"['173-Pr-3-d1', '173-Pr-3-d2']",[],,family member,
707,173-Pr-3,173-Pr-3-d1,Therothbechis,female,44,,Tithoes,Taartysis,Hephaistion,Pnepheros,,['173-Pr-3-FM1'],[],self,family member,
708,173-Pr-3,173-Pr-3-d2,Therobasthis,female,48,,Tithoes,Taartysis,Hephaistion,Pnepheros,,['173-Pr-3-FM1'],[],self,family member,
709,173-Pr-3,173-Pr-3-S1,Areios,,28,,,Thermouthion,,,,[],[],,slave,
710,173-Pr-3,173-Pr-3-S2,Pathermouthis,,18,,,Thaubarous,,,,[],[],,slave,
711,173 Pr-4,173 Pr-4-FM1,Soeris,female,47,,Perpheis,Thapsaipis,Phounsis,Potamon,,[],['173 Pr-4-d1'],,family member,
